"";"nom";"prenom";"club";"saison";"pays";"competition";"nationalite";"link"
"594";"Oosthuizen";"Etienne";"LOU";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25668.html"
"595";"du Plessis";"Philippus Jacobus Snyman";"Montpellier";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25683.html"
"596";"Grobler";"Douw Gerbrandt";"Racing Metro 92";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25684.html"
"597";"Holmes";"Zack";"La Rochelle";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_25698.html"
"598";"Frisby";"Nick";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_25704.html"
"599";"Visinia";"Lolagi";"Grenoble";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_25768.html"
"600";"Koster";"Armandt";"Grenoble";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25772.html"
"601";"du Plessis";"Willie";"Toulon";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26128.html"
"602";"Liebenberg";"Wiaan";"Montpellier";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26181.html"
"603";"Kolbe";"Cheslin";"Stade Toulousain";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26194.html"
"604";"Browning";"Curtis";"LOU";"16/17";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_26289.html"
"605";"Seuteni";"UJ";"Toulon";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_26292.html"
"606";"Hingano";"Mailetoa";"La Rochelle";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_26295.html"
"607";"Sione";"Eric";"Castres";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26299.html"
"608";"Rokoduru";"Timilai";"LOU";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_26342.html"
"609";"Tupuola";"Taleta";"Montpellier";"12/13";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26376.html"
"610";"Swerling";"Nukualofa";"Oyonnax";"15/16";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_26422.html"
"611";"Vatubua";"Jale";"Pau";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_26743.html"
"612";"Zane Price";"Nicholas";"Mont de Marsan";"12/13";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_26868.html"
"613";"Maka";"Edwin";"Stade Toulousain";"12/13";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_26880.html"
"614";"Marich";"George";"Castres";"13/14";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26883.html"
"615";"Uhila";"Loni";"Clermont";"17/18";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_26921.html"
"616";"Ensor";"Tony";"Stade Français";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26923.html"
"617";"Hickey";"Simon";"Union Bordeaux Bègles";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26981.html"
"618";"Edwards";"Joe";"Union Bordeaux Bègles";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26984.html"
"619";"Vaipulu";"Ma'amai";"Castres";"16/17";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_27029.html"
"620";"Cocagi";"Adrea";"Stade Français";"13/14";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_27217.html"
"621";"Amosa";"Afa";"La Rochelle";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_27456.html"
"622";"Ratini";"Ratu Alipate";"Grenoble";"13/14";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_27488.html"
"623";"Taukehaio";"Lotu";"Grenoble";"12/13";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_27580.html"
"624";"Tuatara-Morrison";"Chris";"Brive";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_27783.html"
"625";"Tuatara-Morrison";"Chris";"Castres";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_27783.html"
"626";"Masilevu";"Benito";"Brive";"14/15";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_27802.html"
"627";"Viriviri Nasagavesi";"Samisoni";"Montpellier";"14/15";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_27804.html"
"628";"Ravai Kovekalou";"Peni";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_27892.html"
"629";"du Plessis";"Willem Hendrik Jacques";"Montpellier";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28011.html"
"630";"Davis";"Aidon";"Toulon";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28037.html"
"631";"Van der Merwe";"Armand Hendrik Petrus (Akker)";"Racing Metro 92";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28077.html"
"632";"Robinson";"Sean Jack";"Racing Metro 92";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28100.html"
"633";"Sio";"Patrick";"Stade Français";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_28821.html"
"634";"McIntyre";"Jake";"Agen";"17/18";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_28825.html"
"635";"Foketi";"Lalakai";"Bayonne";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_28826.html"
"636";"Northam";"Alex";"La Rochelle";"15/16";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_28829.html"
"637";"Placid";"Jonah";"Toulon";"17/18";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_28832.html"
"638";"Vunibaka";"Marika";"Pau";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_28846.html"
"639";"Yato";"Peceli";"Clermont";"13/14";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_28847.html"
"640";"Fuatai";"Fa'asiu";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_28879.html"
"641";"du Plessis";"Jacques";"Montpellier";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28886.html"
"642";"Tau";"Sione";"Agen";"15/16";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_28958.html"
"643";"Salawa";"Vilikisa";"Agen";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_29376.html"
"644";"Tutaia";"Masalosalo";"Pau";"16/17";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_29438.html"
"645";"Poi";"Jarrod";"Stade Toulousain";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_29891.html"
"646";"Fa'aso'o";"So'otala";"Racing Metro 92";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_29967.html"
"647";"Firth";"Jarrod";"Grenoble";"16/17";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_29981.html"
"648";"Nansen";"Brendon";"Stade Français";"17/18";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_29995.html"
"649";"Vaka";"Sam";"Agen";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_30040.html"
"650";"Rinakama";"Ropate";"Grenoble";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_30044.html"
"651";"Tuisova";"Josua";"Toulon";"13/14";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_30142.html"
"652";"Kunatani";"Semi";"Stade Toulousain";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_30870.html"
"653";"Janse van Rensburg";"Nicolaas Jacobus";"Montpellier";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31180.html"
"654";"Jonker";"Johannes Gideon Andries";"Montpellier";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31189.html"
"655";"Ackerman";"Justin";"Montpellier";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31371.html"
"656";"Swanepoel";"Jacobus Christoffel Entienne";"Stade Français";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31385.html"
"657";"Uys";"Jan-Frederik";"Brive";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31386.html"
"658";"Stander";"Joshua Trevor";"Montpellier";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31498.html"
"659";"Taufa";"Tomakino";"Bayonne";"16/17";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_31772.html"
"660";"Clunies-Ross";"Henry";"LOU";"16/17";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_31921.html"
"661";"Van Wyk";"Arno";"Montpellier";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31958.html"
"662";"Luatua";"Alex";"Oyonnax";"14/15";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_32035.html"
"663";"Kueffner";"Giovanni Habel";"Pau";"15/16";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_32289.html"
"664";"Lee";"Lakisipone";"Clermont";"16/17";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_32290.html"
"665";"van der Merwe";"Duhan";"Montpellier";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_32459.html"
"666";"Silafai-Lea'ana";"Parataiso";"Grenoble";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_32617.html"
"667";"Immelman";"Henry";"Montpellier";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_32938.html"
"668";"Wright";"Cameron Robin";"Montpellier";"15/16";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_32982.html"
"669";"Feao";"David";"La Rochelle";"15/16";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_32983.html"
"670";"Fisi'ihoi";"Siegfried (Ziggy)";"Stade Français";"17/18";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_33044.html"
"671";"Nakosi";"Filipo";"Agen";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_33071.html"
"672";"Halafihi";"Toa";"LOU";"17/18";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_33162.html"
"673";"Hayes";"Dylan";"Grenoble";"14/15";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_33184.html"
"674";"Schoeman";"Christian (Tian) Francois";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_33190.html"
"675";"Mapusua";"Cameron";"LOU";"14/15";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_33528.html"
"676";"Naqalevu";"Apisai";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_33541.html"
"677";"Rawaca";"Savenaca";"La Rochelle";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_33544.html"
"678";"Allison";"Calvonn";"Clermont";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_34196.html"
"679";"Tulou";"Danya";"Castres";"15/16";"France";"Top 14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_34304.html"
"680";"Raisuqe";"Josaia";"Stade Français";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_34493.html"
"681";"Nakailagi";"Seveci";"Montpellier";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_34920.html"
"682";"Narumasa";"Eroni Vasiteri";"Agen";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_35288.html"
"683";"Mamao";"Maile";"Bayonne";"16/17";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_35345.html"
"684";"Narisa";"Peniani Nasali";"Brive";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_35418.html"
"685";"Ioane";"Monty";"Stade Français";"14/15";"France";"Top 14";"Australie";"http://www.itsrugby.fr/joueur_35639.html"
"686";"Raka";"Alivereti";"Clermont";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_35864.html"
"687";"Fidow";"Teofilo Ed";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Samoa";"http://www.itsrugby.fr/joueur_36940.html"
"688";"Hall";"James";"Oyonnax";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_37163.html"
"689";"Tuva";"Jone";"LOU";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_37368.html"
"690";"Kamikamica";"Kitione ";"Union Bordeaux Bègles";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_37493.html"
"691";"Muarua";"Pio";"Agen";"15/16";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_37771.html"
"692";"Marais";"Retief";"Brive";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_38036.html"
"693";"Tedder";"Tristan";"Stade Toulousain";"16/17";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_38037.html"
"694";"Tuinukuafe";"Edgar";"Grenoble";"17/18";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_38139.html"
"695";"Fifita";"Leva";"Grenoble";"17/18";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_38373.html"
"696";"Sawailau";"Edward";"Grenoble";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_38562.html"
"697";"Tuicuvu";"Setariki";"Clermont";"16/17";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_40494.html"
"698";"Van der Merwe";"Christiaan";"Agen";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_40505.html"
"699";"Halaifonua";"Tanginoa";"LOU";"16/17";"France";"Top 14";"Tonga";"http://www.itsrugby.fr/joueur_40600.html"
"700";"Buliruarua";"Eneriko";"Toulon";"17/18";"France";"Top 14";"Fidji";"http://www.itsrugby.fr/joueur_42627.html"
"701";"Van Tonder";"Jacobus";"Clermont";"17/18";"France";"Top 14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_42886.html"
"702";"Louw";"Hottie";"Bath";"06/07";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_396.html"
"703";"Lealamanu'a";"Kas";"Saracens";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_699.html"
"704";"Hufanga";"Sukanaivalu";"Newcastle";"11/12";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_814.html"
"705";"Spice";"Jason";"Newcastle";"10/11";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_921.html"
"706";"Spice";"Jason";"Leicester";"10/11";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_921.html"
"707";"Tuipulotu";"Sione";"Worcester";"11/12";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_940.html"
"708";"Finau";"Salesi";"Bath";"05/06";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_987.html"
"709";"Wentzel";"Marco";"Leicester";"07/08";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1123.html"
"710";"Sevalai'i";"Elvis";"Sale";"05/06";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1333.html"
"711";"Havili";"Aisea";"Worcester";"05/06";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_1445.html"
"712";"Lima";"Brian";"Bristol";"05/06";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1554.html"
"713";"Tonga'uiha";"Soane";"Northampton";"06/07";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_1620.html"
"714";"To'oala";"Alfie";"Bristol";"06/07";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1641.html"
"715";"Barry";"De Wet";"Harlequins";"07/08";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1692.html"
"716";"Burger";"Schalk";"Saracens";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1696.html"
"717";"Matfield";"Victor";"Northampton";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1697.html"
"718";"Smit";"John William";"Saracens";"11/12";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1699.html"
"719";"Van der Linde";"CJ";"London Irish";"13/14";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1702.html"
"720";"Russell";"Brent";"Saracens";"07/08";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1705.html"
"721";"de Villiers";"Jean";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1706.html"
"722";"Gear";"Rico";"Worcester";"07/08";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1722.html"
"723";"Hayman";"Carl";"Newcastle";"07/08";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1723.html"
"724";"Jack";"Chris";"Saracens";"07/08";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1725.html"
"725";"Marshall";"Justin";"Leeds";"05/06";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1732.html"
"726";"Mauger";"Aaron";"Leicester";"07/08";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1733.html"
"727";"Somerville";"Greg";"Gloucester";"08/09";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1740.html"
"728";"Bai";"Seremaia";"Leicester";"14/15";"Angleterre";"Angleterre";"Fidji";"http://www.itsrugby.fr/joueur_1857.html"
"729";"Koyamaibole";"Sisa";"Sale";"09/10";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_1861.html"
"730";"Latham";"Chris";"Worcester";"08/09";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_1872.html"
"731";"Smith";"George";"Wasps";"15/16";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_1880.html"
"732";"Paul";"Jeremy";"Gloucester";"07/08";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_1885.html"
"733";"Va'a";"Justin";"Wasps";"05/06";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1894.html"
"734";"Johnston";"Census";"Saracens";"06/07";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1896.html"
"735";"Tupai";"Paul";"Northampton";"05/06";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1909.html"
"736";"Latu";"Nili";"Newcastle";"15/16";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_1918.html"
"737";"Sorenson";"Mark";"Newcastle";"06/07";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1921.html"
"738";"Lutui";"Aleki";"Worcester";"06/07";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_1923.html"
"739";"Filise";"Taufa'ao";"Bath";"05/06";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_1925.html"
"740";"Tagicakibau";"Sailosi";"London Irish";"05/06";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1928.html"
"741";"Mitchell";"Hamish";"Saracens";"05/06";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1942.html"
"742";"Tu'ipolotu";"Tane";"Newcastle";"08/09";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1948.html"
"743";"Gopperth";"Jimmy";"Newcastle";"09/10";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1950.html"
"744";"Weepu";"Piri";"Wasps";"14/15";"Angleterre";"Angleterre";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1951.html"
"745";"Weepu";"Piri";"London Welsh";"14/15";"Angleterre";"Angleterre";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1951.html"
"746";"Herring";"Ben";"Leicester";"07/08";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1953.html"
"747";"Ormsby";"Kristian";"Sale";"08/09";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1954.html"
"748";"Filipo";"Ross";"Wasps";"11/12";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1955.html"
"749";"Fairbrother";"Tim";"Harlequins";"11/12";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1957.html"
"750";"Schwalger";"Mahonri";"Sale";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1958.html"
"751";"McDonnell";"Joe";"Newcastle";"06/07";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1959.html"
"752";"McDonnell";"Joe";"Newcastle";"06/07";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1959.html"
"753";"Thompson";"Kane";"Newcastle";"14/15";"Angleterre";"Angleterre";"Samoa";"http://www.itsrugby.fr/joueur_1962.html"
"754";"Brew";"Neil";"Bristol";"06/07";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1966.html"
"755";"Mapusua";"Seilala";"London Irish";"06/07";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1967.html"
"756";"Evans";"Nick";"Harlequins";"08/09";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1969.html"
"757";"Newby";"Craig";"Leicester";"08/09";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1973.html"
"758";"Levi";"Filipo";"Newcastle";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_1975.html"
"759";"Shoemark";"Jason";"Exeter";"10/11";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1981.html"
